Title,Link,Keywords,Resumen,Importancia
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,"leptin stimulates bone formation, mice, doses","This study in ob/ob mice investigated the peripheral effects of leptin on bone formation, differentiating them from its central effects on energy metabolism due to limited transport across the blood-brain barrier. Leptin was found to increase bone formation parameters at lower serum doses (EC50 of 7–17 ng/h) compared with indices of energy metabolism (EC50 of 40–80 ng/h). Specifically, a 12 ng/h leptin infusion increased the expression of genes associated with Jak/Stat signaling and bone formation in the tibia, with minimal impact on the hypothalamus. The results suggest that leptin acts peripherally to couple bone acquisition with energy availability, and its restricted transport across the blood-brain barrier ensures that its growth-promoting actions are not mitigated by its central nervous system-mediated anorectic effects.",8
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,"bone, marrow, adipose, tissue, deficiency, increases","study investigated the hypothesis that bone marrow adipose tissue (MAT) deficiency would protect against disuse-induced bone loss. MAT-deficient mice (KitW/W?¹v) and wild-type mice were subjected to a hindlimb (HU) unloading model. Contrary to the hypothesis, MAT-deficient mice experienced a significantly greater reduction in bone volume fraction and more exaggerated loss of cancellous bone after unloading, despite having better initial bone quality. They also showed elevated cancellous bone formation and resorption and a distinct genetic profile. An additional experiment involving adoptive transfer of wild-type hematopoietic stem cells into KitW/W?¹v mice (maintaining MAT deficiency) confirmed unloading-induced bone loss. The results suggest that MAT deficiency does not protect against disuse bone loss but is instead associated with exaggerated cancellous bone loss.",9
Metabolic Coupling Between Bone Marrow Adipose Tissue and Hematopoiesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,"metabolic coupling between bone, marrow, adipose","study investigated the role of the C-type mannose receptor 1 (Mrc1) in obesity using Mrc1-deficient (Mrc1?/?) and wild-type (WT) mice fed a high-fat diet (HFD). Mrc1?/? mice showed impaired bone marrow hematopoiesis, with fewer myeloid progenitors and mature cells, but increased adipocytes in the bone marrow. Furthermore, they had reduced levels of circulating neutrophils and proinflammatory monocytes, along with decreased macrophage infiltration in visceral adipose tissue and the liver. This was associated with decreased hepatic steatosis, improved glucose and insulin response, and reduced weight gain. The results suggest that Mrc1 deficiency during a HFD diet impacts bone marrow and circulating immune cells, leading to reduced systemic inflammation and resistance to the development of obesity, indicating a role for Mrc1 in the immunometabolic response associated with diet-induced obesity.",8
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,"maintenance, near, normal, bone, mass, and","This study sought to establish an approach to reconstitute bone marrow using small numbers of purified donor hematopoietic stem cells (HSCs) following lethal total body irradiation (TBI) without adversely affecting bone metabolism. Mice were irradiated and transplanted with whole bone marrow cells or purified HSCs. Analysis confirmed that both methods were effective in reconstituting the hematopoietic compartment with donor cells. Minimal differences were observed in the skeleton of wild-type mice transplanted with HSCs and fractionated doses of radiation, whereas radiosensitive KitW/Wv mice developed osteopenia at high doses, but not at lower doses, and transplantation of wild-type cells restored normal Kit expression. These findings provide strong evidence of efficient engraftment with purified HSCs after lethal TBI, with minimal collateral bone damage, which will be useful for investigating how hematopoietic lineage cells regulate bone metabolism.",10
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,"leptin, deficiency, skeletal, response, hindlimb, unloading","This study investigated the role of leptin in the bone response to weight-bearing, comparing wild-type (WT) mice with leptin-deficient ob/ob mice subjected to hindlimb unloading (HU). Ob/ob mice showed higher body weight, more adipose tissue, and alterations in bone microarchitecture and mass compared with WT mice. Limb unloading resulted in lower bone density and volume in the femur and a reduction in bone volume fraction in the distal femur and lumbar vertebrae in both genotypes, associated with an increase in osteoclast-lined bone perimeter. However, leptin deficiency did not attenuate unloading-induced osteopenia, suggesting that leptin is not required for bone loss caused by non-weight-bearing.",7
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,"thermoneutral, housing, attenuates, premature, cancellous, bone","This study determined whether housing at thermoneutral temperature (32°C) prevents premature bone loss in male mice, an effect previously observed in females. Male C57BL/6J mice maintained at standard room temperature (22°C) exhibited reductions in cancellous bone volume in the distal femur and fifth lumbar vertebra, effects that were abolished under thermoneutral conditions. Thermoneutral housing was associated with increased levels of bone formation and decreased levels of bone resorption. The magnitude of room temperature-induced bone loss did not differ between males and females. The findings highlight housing temperature as a critical experimental variable in studies of aging-related bone metabolism in mice of both sexes.",8
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,spaceflight cancellous and cortical bone proximal,"The text describes how spaceflight affects bone microarchitecture, specifically in the femoral head of growing rats. Across three spaceflight missions (STS-41, STS-57, STS-62) with ovariectomized male and female rats, spaceflight was consistently observed to result in cancellous osteopenia, that is, a reduction in the volume fraction of cancellous bone. This bone loss was significant in flight rats compared to controls, and was more evident in ovariectomized females, where net bone loss was reported. However, no differences in cortical thickness were found. These findings suggest a generalized response of cancellous bone in the femoral head to microgravity.",10
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,evidence for increased thermogenesis female c57bl,"study using female C57BL/6J mice aboard the International Space Station (ISS) for 37 days revealed that spaceflight induces significant changes in adipose tissue gene expression. Differential gene expression was observed in brown adipose tissue (BAT), consistent with increased non-shivering thermogenesis (including 1.5-fold higher levels of Ucp-1), and in white adipose tissue (WAT), indicating increased glucose uptake and metabolism, adipogenesis, and Î²-oxidation, in addition to possible WAT browning. The researchers conclude that adaptive thermogenesis is enhanced in mice in microgravity, which is relevant because it could exacerbate or alter other physiological responses to spaceflight (such as bone loss or radiation response) and affect the applicability of these studies to astronauts due to differences in thermoregulation between species.",8
Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,Leptin and environmental temperature determinants bone,"The text describes an investigation into the effects of ambient temperature and leptin on bone marrow adipose tissue (BMAT) in mice, addressing previous conflicting findings. Two experiments were conducted in female mice housed at 32°C (thermoneutral). The first experiment indicated that leptin supplementation reduced BMAT and increased bone formation. The second revealed that increased temperature elevated BMAT in wild-type and leptin-deficient mice, suggesting a leptin-independent response to temperature, but that leptin infusion attenuated this increase. In summary, elevated housing temperature and increased leptin have independent but opposing effects on BMAT in mice.",9
Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/,"small, changes, thermoregulation, influence, cancellous, bone","Mice are routinely housed at temperatures below their thermoneutral zone, which causes cold stress and cancellous bone loss, and can alter experimental results. This study evaluated how small temperature differences (22°C vs. 26°C) or group housing with nests at 22°C affect bone health in growing C57BL/6 J mice. Mice housed individually at 22°C experienced significant cancellous bone loss in the distal femoral metaphysis. This loss was attenuated, but not completely prevented, by housing them individually at 26°C or in groups with nests at 22°C. The results conclude that modest differences in housing conditions, by influencing thermogenesis or heat loss, can affect experimental results, especially in the bone study.",8
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,"bone, marrow, adipose, tissue, not, required","This study investigated whether bone marrow adipose tissue (BMAT) is required for immune reconstitution and maintaining bone turnover balance after severe injury, such as lethal irradiation, in mice. Wild-type mice were compared with BMAT-deficient mice after adoptive hematopoietic stem cell transfer. The findings revealed excellent immune system reconstitution in both groups, with no significant differences in magnitude. Similarly, minimal differences in bone parameters and microarchitecture were observed between mice with and without BMAT. This suggests that BMAT is not a requirement for immune system reconstitution after lethal radiation, nor a major contributor to skeletal characteristics in Kit signaling-deficient mice in this setting.",10
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,simulated microgravity promotes horizontal gene transfer,"This study investigated horizontal gene transfer (HGT), a key mechanism in the spread of antimicrobial resistance (AMR), in a simulated microgravity (SMG) environment. Donor bacteria (*Acinetobacter pittii*) with resistance genes (*blaOXA-500* and *ISAba1*) and antibiotic-susceptible recipient *Staphylococcus aureus* strains, both isolated from the International Space Station, were co-cultured under SMG and normal gravity (1G). The results showed that *S. aureus* strains co-cultured in SMG acquired significantly more antibiotic resistance genes than those grown in 1G, developing phenotypic resistance to oxacillin. This suggests that microgravity may promote increased gene shedding among bacterial communities, posing a potential health risk to astronauts on extended space missions.",8
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,Understanding complexities and changes astronaut microbiome,"This article examines the impact of spaceflight conditions on astronaut health, focusing on the human microbiome, a microbial community essential for regulating health. Space missions induce significant physiological changes in astronauts, many of them at the microbiome level, which can have a considerable impact on their health and increase risks during long-duration missions. The review addresses factors such as microgravity, radiation, immunity, bone health, and cognitive function, discussing how these elements affect microbiome composition and how the microbiome, in turn, can promote or mitigate these conditions. Understanding these interactions is crucial for developing countermeasures and ensuring the success of future space explorations to the Moon and Mars, seeking to integrate microbiome data into planning to ensure crew health.",10
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,"toward, sustainable, space, exploration, roadmap, for","The text emphasizes the importance of finding sustainable approaches to space exploration, seeking independence from terrestrial resources, minimizing waste, and preserving extraterrestrial environments. To this end, it proposes a series of microbial biotechnologies designed for in situ resource utilization (ISRU) and loop-closure (resource recycling and reuse), essential for missions beyond low-Earth orbit and for ethical considerations. These biotechnologies can be applied in life support systems, human waste management (transforming it into food or nutrients), food production (harnessing the plant microbiome and probiotics), and pharmaceutical manufacturing in space, reducing dependence on terrestrial supplies. It is emphasized that while these innovations are based on existing Earth-based technologies, they require extensive research and development to adapt to space conditions, and that their advances could also be beneficial for terrestrial applications, supporting the UN Sustainable Development Goals.",9
Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,"roll, maneuvers, are, essential, for, active","This study investigates the three-dimensional locomotion of the nematode *Caenorhabditis elegans*, a model organism whose 3D mobility has been little explored. The authors identify and mathematically describe a unique 3D ""rolling"" maneuver that, combined with two-dimensional turning, allows the nematode to explore voluminous media while swimming and burrowing. This rolling maneuver involves a body twist that rotates the undulation plane, facilitating complete reorientation in space. The faster rolls during swimming are observed due to a hydrodynamic improvement, not a change in gait. The results provide crucial insights into 3D neuromuscular performance and can improve locomotion phenotype analyses by generalizing the harmonic curvature model to 3D motion descriptions by introducing curve torsion.",7
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,microfluidic device for studying nematodes,"The text presents an improved protocol for synchronizing *Caenorhabditis elegans* embryos using mesh filters, overcoming the limitations of traditional bleaching methods, which can be damaging, and microfluidic devices, which are expensive and poorly scalable. This new method exploits size differences between developmental stages, employing sequential filtration with 40 Âµm and 20 Âµm meshes to isolate embryos. The optimized protocol, which includes the use of OP50 bacteria and the addition of polyethylene glycol (PEG), results in a higher embryo yield per plate and produces healthier larvae, without deleterious effects on their subsequent development, making it ideal for high-throughput assays.",6
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,nemaflex microfluidics based technology for standardized measurement,"novel microfluidic system, dubbed ""NemaFlex,"" has been developed to measure muscle force in the nematode *C. elegans*, overcoming the inconsistencies of previous methods that relied on the animal's behavior and locomotion. NemaFlex quantifies force through micropillar deflection as the worm crawls, providing a measure of maximum exertable force (MEF) that is robust, behavior-independent, and includes a scaling factor to compensate for variations in animal size. Validated with muscle contractile agents and mutants, this system offers a reliable platform for genetic and pharmacological screening, the study of neuromuscular circuits, and the investigation of degenerative processes related to disuse, aging, and disease.",7
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,"swim, exercise, caenorhabditis, elegans, extends, neuromuscular","Exercise is a potent anti-aging intervention with broad health benefits, although its systemic mechanisms are not well understood. This study establishes a swimming exercise regimen for the nematode Caenorhabditis elegans that induces neuromuscular, intestinal, and cognitive improvements, as well as protecting against neurodegeneration in models of tauopathy, Alzheimer's, and Huntington's diseases. Exercise performed exclusively in early adulthood was found to produce lasting systemic benefits detectable into middle age, with multiple daily swimming sessions being essential for adaptation. This training improves health parameters such as muscle gene expression, locomotor performance, mitochondrial morphology, and mid-life survival, establishing C. elegans as a powerful genetic model for unraveling the molecular circuitry underlying the systemic benefits of exercise.",8
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,molecular muscle experiment hardware and operational,"Space biology seeks to understand how life adapts outside of Earth and how spaceflight affects physiology, causing (mal)adaptations such as muscle decline. The Molecular Muscle Experiment (MME) uses the model organism *Caenorhabditis elegans* to investigate space-induced muscle atrophy. Because previously used hardware was unavailable, researchers had to design and validate new flight equipment, including containment bags and cassettes, in addition to optimizing experimental conditions on the ground to ensure high-quality data collection and resilience to potential launch delays. These experiences and operational solutions are described so that other researchers can replicate and improve experimental designs on future missions.",9
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,"tart, cherry, increases, lifespan,caenorhabditis, elegans","Tart cherry extract (TCE) was investigated in C. elegans for its potential anti-aging effects. Supplementation with TCE, at concentrations of 6 ?g or 12 ?g/mL, was found to significantly increase the average lifespan of wild-type worms. These benefits were associated with increased expression of longevity-related genes, such as daf-16 and aak-2, and genes linked to oxidative stress, such as sod-2. Furthermore, TCE improved mitochondrial function by increasing reserve respiration. However, TCE did not alter the lifespan of *daf-16* and *aak-2* mutant worms, suggesting that its effects were primarily mediated through the DAF-16 pathway. In conclusion, the findings indicate that TCE confers health benefits and reduces oxidative stress in *C. elegans* through improved mitochondrial function and the DAF-16 axis.",7
region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,"region, unc 89, obscurin, lying between, two","This study investigates the giant muscle protein UNC-89 from *C. elegans*, homologous to mammalian obscurin and SPEG, essential for muscle sarcomeric organization and locomotion. It focuses on the ""interkinase"" (IK) region, a segment between its two kinase domains, characterized by low complexity and high proline content. In vitro experiments using single-molecule force spectroscopy demonstrated that a 571-residue portion of the UNC-89 IK functions as both an entropic coil and a random coil. Using CRISPR/Cas9, nematodes with an in-frame deletion of this IK region were generated, which displayed severe muscle sarcomere disorganization, defective locomotion, and reduced muscle strength, with super-resolution microscopy revealing abnormal A-banding. Additionally, an N-terminal HA tag introduced during the CRISPR process unexpectedly reduced levels of giant UNC-89 isoforms and caused muscle dysfunction independent of the IK deletion. This work is the first to elucidate the critical functional role of the interkinase region within the UNC-89/obscurin family.",7
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,"nemalife, chip, micropillar based, microfluidic, culture, device","The NemaLife chip is a novel microfluidic device designed for the lifelong cultivation of the nematode *Caenorhabditis elegans*, enabling the study of its survival and health measures in a more efficient and physiologically relevant manner. This chip addresses the limitations of traditional methods (such as agar plates and liquid chamber microfluidic devices) by eliminating the need for manual transfers, avoiding the use of brood-blocking chemicals, and preventing swimming-induced stress. It features an optimized micropillar arena that mimics the worm's natural crawling motion, sieving channels that separate brood, and ports for feeding and reagent introduction. The device has been validated with aging mutants and RNAi studies, demonstrating its ability to generate reliable data on lifespan and health, and accelerate research into aging.",7
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,Spaceflight affects neuronal morphology and alters,"study using the nematode *Caenorhabditis elegans* on the International Space Station revealed that spaceflight significantly affects adult neuronal health. Worms that lived 5 days in space exhibited ""hyperbranching"" in PVD neurons and touch receptor neurons, showing morphological changes such as increased branching of different orders and defects in self-avoidance. Furthermore, under neuronal proteotoxic stress, spaceflight promoted a notable accumulation of neuronal debris in surrounding tissues, suggesting impaired degradation of this debris. These findings underscore the need to carefully assess the risks of long-duration spaceflight to the nervous system and develop countermeasures for safe space exploration.",8
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,microfluidics integrated spaceflight hardware for measuring muscle,"This study addresses muscle atrophy in microgravity, a major challenge in human spaceflight, using the nematode *Caenorhabditis elegans* as a genetic model. Previous research has shown that genes associated with muscle junctional complexes decrease in microgravity, but it was unknown whether this affected muscle strength across generations. To investigate this, the NemaFlex microfluidic device (called NemaFlex-S) was redesigned to measure C. elegans muscle strength in space. Technical improvements include a design that allows for animal sorting and housing, a fluid handling protocol that prevents clogging, and a customized worm loading apparatus, all optimized for the constraints of space missions and the International Space Station (ISS), including crew time and safety. Additionally, a robust protocol was developed for the multigenerational cultivation of *C. elegans* in a specific liquid medium and oxygen-permeable bags, overcoming the challenges of traditional cultivation methods. Following validation on Earth, this integrated hardware was sent to the ISS to measure *C. elegans* strength over eight generations, with the goal of assessing short- and long-term muscle adaptation to microgravity.",9
Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,compact imaging platform for conducting elegans,"This study presents a 3D-printed Compact Imaging Platform (CIP), integrating a smart device camera, for whole-organism phenotyping of *Caenorhabditis elegans*. Designed to be compact, portable, and low-power (USB-powered), the CIP lacks external optics or mechanical focusing, simplifying setup. It is compatible with various *C. elegans* substrates and enables parallel operation and temperature control within incubators. The system has been validated on Earth with behavioral and movement assays, showing agreement with previous data and the ability to distinguish mutants. Its ease of use, coupled with its lightweight and compact design, makes it ideal for both research and education on Earth and future research on the International Space Station, where crew size, weight, and time are critical factors.",8
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,"mitochondrial sulfide promotes life, span, and","Research demonstrates that low doses of a mitochondria-targeted sulfur donor (AP39) extend healthy lifespan in *Caenorhabditis elegans* by maintaining mitochondrial integrity. AP39 is observed to improve health even when administered in adulthood, when mitochondrial deterioration is already present, being more potent than untargeted hydrogen sulfide (H2S). Treatment with AP39 preserves mitochondrial structure, improves neuromuscular strength, and reverses aging-associated molecular profiles under the regulation of specific transcription factors. The results suggest that modulating mitochondrial sulfide is a promising and translatable intervention to promote healthy aging in mammals.",7
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,"bisphosphonates, attenuate, age related, muscle, decline,caenorhabditis","A study investigated the efficacy of zoledronate (ZA), a bisphosphonate, as a therapy for sarcopenia, the age-related muscle decline, using *Caenorhabditis elegans* as a model. Low concentrations of ZA (100 nM and 1 ?M) were found to significantly increase the lifespan and health (movement rate) of the worms by improving myofibril structure and the mitochondrial network. Higher concentrations were detrimental or lethal. ZA-mediated health enhancement involved genes such as *fdps-1/FDPS-1*, *daf-16/FOXO*, and *agxt-2/BAIBA*. The results suggest that ZA delays sarcopenia by improving neuromuscular function, implying that bisphosphonates could be a viable anti-sarcopenic therapy.",6
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,"spaceflight, induces, strength, decline, Caenorhabditis, elegans","This study investigated the consequences of spaceflight on neuromuscular strength using the worm *Caenorhabditis elegans* on the International Space Station (ISS). The results showed a significant decrease in strength in the worms in space, with an even greater impairment in mutants predisposed to muscle weakness. Transcriptomic analysis revealed activation of stress-response pathways and decreased mitochondrial and cytoskeletal processes, as well as decreased neuronal function and alterations in calcium and acetylcholine signaling. These reproducible genetic signatures and the neuronal changes associated with the loss of neuromuscular strength in space are crucial for the development of targeted therapies, facilitating future deep space exploration missions.",7
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,"metabolic, model, predictions, enable, targeted, microbiome","The text addresses the lack of targeted approaches to modulate the microbiota and proposes the concept of ""precision prebiotics"" that specifically increase the abundance of beneficial microbial species. Using metabolic modeling, the researchers identified and predicted prebiotics for a two-member community in *Caenorhabditis elegans*, composed of the protective species *Pseudomonas lurida MYb11* and *Ochrobactrum vermis MYb71*. Four of the predicted compounds (L-serine, L-threonine, D-mannitol, and Î³-aminobutyric acid) were experimentally confirmed, showing that they specifically increase the abundance of MYb11 *in vitro* and, in the case of L-serine, also *in vivo* in the host. The findings demonstrate the effectiveness of metabolic modeling for designing precision prebiotics, a critical step toward future microbiota-targeted therapies.",7
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,"transcriptomics, reveals, molecular, alterations, underpinning, spaceflight","This study addressed the lack of understanding about common dermatological problems in astronauts due to the risks of spaceflight. Using a systems biology approach, transcriptomic data from mouse skin in space, biochemical profiles of NASA astronauts, and human transcriptomic data from various missions were analyzed. Key findings include biological changes related to skin health, DNA damage and repair, and mitochondrial dysregulation as possible causes. Alterations were also identified in genes linked to skin barrier function and collagen formation, but the ability to readapt to Earth was observed through post-flight gene expression adjustment. These results are critical for guiding future research and developing countermeasures against space-associated skin damage.",9
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,"Identification and characterization, skin, microbiome, Caenorhabditis","The study identifies and characterizes a distinct cuticular microbiome in the nematode *C. elegans*, an aspect that has been little explored until now, as most research has focused on gut or pathogenic microbes. Using a consortium of ecologically relevant microbes (mCeMbio), novel microswab tools, and 16S rRNA gene sequencing, the researchers demonstrated the existence of bacteria adherent to the surface of *C. elegans*. They found that the composition of this skin microbiome is significantly different from that of the gut and environment, with strains such as *Enterobacter sp. JUb101* predominating on the cuticle, while others such as *Stenotrophomonas indicatrix JUb19* predominate in the gut. Furthermore, the study reveals that this cuticular microbiome promotes the integrity of the host cuticle and confers protection in adverse environments, positioning *C. elegans* as a new model for research on skin and host-microbe interactions.",7
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,protein kinase giant sarcomeric unc 89 regulates,"The study examines the giant sarcomeric protein UNC-89 in C. elegans, which is critical for muscle function and contains a PK2 kinase domain, confirmed to be catalytically active. It was found that PK2 inactivation does not alter muscle organization or function, but results in fragmented mitochondria, elevated ATP levels, and changes in energy metabolism. These findings suggest sarcomere-to-mitochondrial signaling, with PK2 from UNC-89 playing a key role in fine-tuning energy production and demand.",7
New perspectives on viable microbial communities in low-biomass cleanroom environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,"new, perspectives, viable, microbial, communities, low biomass","This study presents a method for assessing microbial cell viability and phylogenetic affiliation in low-biomass environmental samples, addressing the problem that existing DNA detection techniques fail to distinguish between live and dead cells. The researchers coupled pre-PCR treatment with propidium monoazide (PMA), which binds to the DNA of nonviable cells, with high-throughput pyrosequencing and PhyloChip microarray analysis. They applied this methodology in spacecraft assembly cleanrooms to understand the frequency, diversity, and distribution of viable bacteria. Samples without PMA treatment showed high bacterial abundance and diversity, while those treated with PMA revealed only 1–10% of reads, corresponding to a few robust bacterial lines. Cleanrooms without spatial hardware were observed to have a more diverse viable bacterial population than those with hardware, which were dominated by resistant organisms. This work marks the first comprehensive effort to correlate differential viability with phylogenetic affiliation in these environments.",7
Microbial existence in controlled habitats and their resistance to space conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Microbial existence controlled habitats and their,"This study investigated whether the gut microbiota of wild-type mice modifies tuberculosis (TB) immunopathology in BALB/c mice, comparing conventional mice (LabC) with mice reconstituted with wild-type mouse microbiota (WildR). The results showed that WildR mice controlled the initial TB infection better than LabC mice. Although the gut microbial communities of both groups had similar richness but different composition before infection, TB reduced the richness in both, indicating a general disease-induced dysbiosis. However, the wild-type mouse gut microbiota did not alter the typical TB lung histopathology. Both groups mounted robust T cell responses, and the immunopathology and kinetics of the TB pathogen largely overlapped, with WildR mice showing better control of early acute infection.",8
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,"microbiomes, dust, particles, collected, from, international","The study characterized the viable microbiome of the International Space Station (ISS) and compared it to terrestrial cleanrooms to assess whether the latter are a suitable environmental model. Using various molecular and culturing techniques, the phyla Actinobacteria, Firmicutes, and Proteobacteria were found to be dominant, but their abundance varied, with Actinobacteria predominating on the ISS and Proteobacteria in terrestrial cleanrooms. Microorganisms associated with human skin, such as Corynebacterium and Propionibacterium, were observed to contribute significantly to the ISS microbiome, which is not the case in terrestrial cleanrooms. This demonstrates that terrestrial cleanrooms are not an appropriate model for the ISS's microbial environment, and the results will facilitate future studies on the stability of the ISS environment, helping to improve astronaut health and maintenance practices.",8
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,"draft, genome, sequences, two, aspergillus, fumigatus","The study determined the preliminary genome sequences of two strains of *Aspergillus fumigatus* (ISSFT-021 and IF1SW-F4) isolated from the International Space Station (ISS). These strains, considered opportunistic pathogens, proved to be significantly more lethal and resistant to UV radiation than their Earth-based clinical counterparts. The research, which included whole-genome sequencing, seeks to understand the molecular mechanisms behind their enhanced virulence. The findings could be crucial for developing countermeasures to protect the health of astronauts, whose immune systems are compromised in microgravity, if a causal relationship is confirmed. The genomic sequences obtained have been deposited in public databases.",8
Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Characterization Aspergillus fumigatus isolates from air,"Proteomic characterization of two Aspergillus fumigatus strains isolated from the International Space Station (ISS) revealed significant differences compared to clinical strains. The ISS strains showed a higher abundance of proteins involved in stress response, carbohydrate metabolism, and secondary metabolism, including virulence components such as trypacidin and Asp-hemolysin. This suggests a molecular adaptation of these filamentous fungi to the unique environment of low nutrition, increased irradiation, and microgravity of the ISS.",8
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,"draft, genome, sequences, biosafety, level, opportunistic",Generated abstract: This article focuses on draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the international space station.. (Source: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/),8
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,"draft, genome, sequences, several, fungal, strains",Abstract generated: This article focuses on draft genome sequences of several fungal strains selected for exposure to microgravity at the international space station. (Source: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/),9
